type;from;to;direct;marker;constants;systemType
CI;cs+class://Spring/Core/ComposedCriteria;cs+interface://Spring/Core/ICriteria;True;False;False;True
CI;cs+class://Spring/Core/ControlFlowFactory/DefaultControlFlow;cs+interface://Spring/Core/IControlFlow;True;False;False;True
CI;cs+class://Spring/Core/ControlFlowFactory/DefaultControlFlow/MethodsDeclaredTypeCriteria;cs+interface://Spring/Core/ICriteria;True;False;False;True
II;cs+interface://Spring/Core/IPriorityOrdered;cs+interface://Spring/Core/IOrdered;True;False;False;True
CI;cs+class://Spring/Core/MethodArgumentsCriteria;cs+interface://Spring/Core/ICriteria;True;False;False;True
CI;cs+class://Spring/Core/IO/AbstractResource;cs+interface://Spring/Core/IO/IResource;True;False;False;True
CC;cs+class://Spring/Core/IO/AssemblyResource;cs+class://Spring/Core/IO/AbstractResource;True;False;False;True
CC;cs+class://Spring/Core/IO/ConfigSectionResource;cs+class://Spring/Core/IO/AbstractResource;True;False;False;True
CI;cs+class://Spring/Core/IO/ConfigurableResourceLoader;cs+interface://Spring/Core/IO/IResourceLoader;True;False;False;True
CC;cs+class://Spring/Core/IO/FileSystemResource;cs+class://Spring/Core/IO/AbstractResource;True;False;False;True
CC;cs+class://Spring/Core/IO/InputStreamResource;cs+class://Spring/Core/IO/AbstractResource;True;False;False;True
II;cs+interface://Spring/Core/IO/IResource;cs+interface://Spring/Core/IO/IInputStreamSource;True;False;False;True
CC;cs+class://Spring/Core/IO/ResourceConverter;cs+class://System/ComponentModel/TypeConverter;True;False;False;False
CC;cs+class://Spring/Core/IO/ResourceHandlerRegistry/TolerantUriParser;cs+class://System/GenericUriParser;True;False;False;False
CC;cs+class://Spring/Core/IO/StringResource;cs+class://Spring/Core/IO/AbstractResource;True;False;False;True
CC;cs+class://Spring/Core/IO/UrlResource;cs+class://Spring/Core/IO/AbstractResource;True;False;False;True
CI;cs+class://Spring/Core/MethodNameMatchCriteria;cs+interface://Spring/Core/ICriteria;True;False;False;True
CI;cs+class://Spring/Core/MethodGenericArgumentsCountCriteria;cs+interface://Spring/Core/ICriteria;True;False;False;True
CC;cs+class://Spring/Core/InvalidPropertyException;cs+class://Spring/Util/FatalReflectionException;True;False;False;True
CC;cs+class://Spring/Core/MethodInvocationException;cs+class://Spring/Core/PropertyAccessException;True;False;False;True
CI;cs+class://Spring/Core/MethodParametersCountCriteria;cs+interface://Spring/Core/ICriteria;True;False;False;True
CI;cs+class://Spring/Core/MethodParametersCriteria;cs+interface://Spring/Core/ICriteria;True;False;False;True
CI;cs+class://Spring/Core/MethodReturnTypeCriteria;cs+interface://Spring/Core/ICriteria;True;False;False;True
CC;cs+class://Spring/Core/NotReadablePropertyException;cs+class://Spring/Core/InvalidPropertyException;True;False;False;True
CC;cs+class://Spring/Core/NotWritablePropertyException;cs+class://Spring/Core/InvalidPropertyException;True;False;False;True
CC;cs+class://Spring/Core/NullValueInNestedPathException;cs+class://Spring/Util/FatalReflectionException;True;False;False;True
CC;cs+class://Spring/Core/OrderComparator;cs+class://Spring/Core/OrderComparator[1];True;False;False;True
CI;cs+class://Spring/Core/OrderComparator;cs+interface://System/Collections/IComparer;True;False;False;False
CI;cs+class://Spring/Core/OrderComparator[1];cs+interface://System/Collections/Generic/IComparer[1];True;False;False;False
CC;cs+class://Spring/Core/PropertyAccessException;cs+class://Spring/Util/ReflectionException;True;False;False;True
CI;cs+class://Spring/Core/PropertyAccessException;cs+interface://Spring/Core/IErrorCoded;True;False;False;True
CC;cs+class://Spring/Core/PropertyChangeEventArgs;cs+class://System/ComponentModel/PropertyChangedEventArgs;True;False;False;False
CI;cs+class://Spring/Core/RegularExpressionCriteria;cs+interface://Spring/Core/ICriteria;True;False;False;True
CC;cs+class://Spring/Core/RegularExpressionEventNameCriteria;cs+class://Spring/Core/RegularExpressionCriteria;True;False;False;True
CC;cs+class://Spring/Core/RegularExpressionMethodNameCriteria;cs+class://Spring/Core/RegularExpressionCriteria;True;False;False;True
CC;cs+class://Spring/Core/TypeConversion/CredentialConverter;cs+class://System/ComponentModel/TypeConverter;True;False;False;False
CC;cs+class://Spring/Core/TypeConversion/CustomNumberConverter;cs+class://System/ComponentModel/TypeConverter;True;False;False;False
CC;cs+class://Spring/Core/TypeConversion/FileInfoConverter;cs+class://System/ComponentModel/TypeConverter;True;False;False;False
