Direct?;From;To;Type;Member;FromMember
False;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/PriceAnalysis/PriceAnalysisViewModel;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/SimulationViewModelBase;MethodCall;PropertyChanged;cs+class://Qnh/Sbs/PricingTool/Simulation/View/PriceAnalysisView/GlobalPriceChangeViewDataContextChanged
False;cs+class://Qnh/Sbs/PricingTool/Simulation/ViewModel/SimulationViewModelBase;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WorkspaceViewModelBase;MethodCall;DisplayName;cs+class://Qnh/Sbs/PricingTool/Simulation/Controller/SimulationViewController/ChangeName
True;cs+class://Qnh/Sbs/PricingTool/Import/Events/RequestBatchErrorSummaryEvent;cs+class://Microsoft/Practices/Prism/Events/CompositePresentationEvent[1];MethodCall;Subscribe;cs+class://Qnh/Sbs/PricingTool/Import/ImportModule/Initialize
True;cs+class://Qnh/Sbs/PricingTool/Import/Events/RequestBatchErrorSummaryEvent;cs+class://Microsoft/Practices/Prism/Events/CompositePresentationEvent[1];MethodCall;Publish;cs+class://Qnh/Sbs/PricingTool/Import/ViewModel/FixDataViewModel/ViewSummary
True;cs+interface://Qnh/Dtm/Controls/ViewModel/IWizardAware;cs+interface://System/ComponentModel/INotifyPropertyChanged;MethodCall;PropertyChanged;cs+class://Qnh/Dtm/Controls/Wizard/OnDataContextChanged
True;cs+interface://Qnh/Dtm/Controls/ViewModel/IWizardAware;cs+interface://System/ComponentModel/INotifyPropertyChanged;MethodCall;PropertyChanged;cs+class://Qnh/Dtm/Controls/Wizard/OnDataContextChanged
True;cs+interface://Qnh/Dtm/Controls/ViewModel/IWizardAware;cs+interface://System/ComponentModel/INotifyPropertyChanged;MethodCall;PropertyChanged;cs+class://Qnh/Dtm/Controls/Wizard/NextPage
True;cs+interface://Qnh/Dtm/Controls/ViewModel/IWizardAware;cs+interface://System/ComponentModel/INotifyPropertyChanged;MethodCall;PropertyChanged;cs+class://Qnh/Dtm/Controls/Wizard/NextPage
True;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/UserMarketMappingViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WrapperViewModel[1];MethodCall;Entity;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketDetailViewModel/OnUserMappingsChanged
True;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/UserMarketMappingViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WrapperViewModel[1];MethodCall;Entity;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketDetailViewModel/Save
True;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/UserMarketMappingViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WrapperViewModel[1];MethodCall;Entity;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketDetailViewModel/Save
True;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/Events/MarketSelectionChangedEvent;cs+class://Microsoft/Practices/Prism/Events/CompositePresentationEvent[1];MethodCall;Subscribe;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketDetailViewModel/InitializeEventHandler
True;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/Events/MarketSelectionChangedEvent;cs+class://Microsoft/Practices/Prism/Events/CompositePresentationEvent[1];MethodCall;Publish;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketsViewModel/ChangeSelection
True;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WrapperViewModel[1];MethodCall;Entity;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketsViewModel/ChangeSelection
True;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WrapperViewModel[1];MethodCall;Entity;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketsViewModel/ViewModelOnPurgeRequested
True;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WrapperViewModel[1];MethodCall;Entity;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketsViewModel/ViewModelOnPurgeRequested
True;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/MarketViewModel;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/WrapperViewModel[1];MethodCall;Entity;cs+class://Qnh/Sbs/PricingTool/Administration/ViewModel/ViewModelToMarketConverter/ConvertCore
True;cs+class://Qnh/Dtm/Controls/TagInputItem;cs+class://System/Windows/Controls/ContentControl;MethodCall;Content;cs+class://Qnh/Dtm/Controls/TagInput/InsertItem
True;cs+class://Qnh/Dtm/Controls/TagInputItem;cs+class://System/Windows/Controls/ContentControl;MethodCall;Content;cs+class://Qnh/Dtm/Controls/TagInput/ContainerOnRequestClose
False;cs+interface://Qnh/Dtm/Controls/ViewModel/ITagListItemsSource;cs+interface://System/Collections/IList;MethodCall;Count;cs+class://Qnh/Dtm/Controls/TagInput/OnBackKeyPressed
True;cs+interface://Qnh/Dtm/Controls/ViewModel/ITagListItemsSource;cs+interface://System/Collections/IList;MethodCall;Remove;cs+class://Qnh/Dtm/Controls/TagInput/RemoveItem
True;cs+interface://Qnh/Dtm/Controls/ViewModel/ITagListItemsSource;cs+interface://System/Collections/Specialized/INotifyCollectionChanged;MethodCall;CollectionChanged;cs+class://Qnh/Dtm/Controls/TagInput/InvalidateItems
